Info	Severity
49189  >  8000 [ACK] Seq=577 Ack=197614 Win=158976 Len=0	1
8000  >  49189 [ACK] Seq=197614 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=199074 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=200534 Win=158976 Len=0	1
8000  >  49189 [ACK] Seq=200534 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=201994 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=203454 Win=158976 Len=0	1
8000  >  49189 [ACK] Seq=203454 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=204914 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=206374 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=206374 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=207834 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=209294 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=209294 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=210754 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=212214 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=212214 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=213674 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=215134 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=215134 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=216594 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=218054 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=218054 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=219514 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=220974 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=220974 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=222434 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=223894 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=223894 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=225354 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=226814 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=226814 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=228274 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=229734 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=229734 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=231194 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=232654 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=232654 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=234114 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=235574 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=235574 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=237034 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=238494 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=238494 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=239954 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=241414 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=241414 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=242874 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=244334 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=244334 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=245794 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
8000  >  49189 [ACK] Seq=247254 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=247254 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=248714 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
49189  >  8000 [ACK] Seq=577 Ack=250174 Win=156160 Len=0	1
8000  >  49189 [ACK] Seq=250174 Ack=577 Win=17408 Len=1460 [TCP segment of a reassembled PDU]	1
HTTP/1.1 200 OK  (audio/mpeg)	1
49189  >  8000 [ACK] Seq=577 Ack=252187 Win=156160 Len=0	1
"49192  >  80 [FIN, ACK] Seq=299 Ack=439 Win=65024 Len=0"	1
"49189  >  8000 [FIN, ACK] Seq=577 Ack=252187 Win=156160 Len=0"	1
"8000  >  49189 [FIN, ACK] Seq=252187 Ack=578 Win=17408 Len=0"	1
49189  >  8000 [ACK] Seq=578 Ack=252188 Win=156160 Len=0	1
"80  >  49192 [FIN, ACK] Seq=439 Ack=300 Win=6912 Len=0"	1
49192  >  80 [ACK] Seq=300 Ack=440 Win=65024 Len=0	1
51265  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
"80  >  51265 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=128"	1
51265  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
GET /index.php HTTP/1.1 	1
80  >  51265 [ACK] Seq=1 Ack=913 Win=16512 Len=0	1
80  >  51265 [ACK] Seq=1 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=1461 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=2921 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=2921 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=4381 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=5841 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=5841 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=7301 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=8761 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=8761 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=10221 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=11681 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=11681 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=13141 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=14601 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=14601 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=16061 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=17521 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=17521 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=18981 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=20441 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=20441 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=21901 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=23361 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=23361 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=24821 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=26281 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=26281 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=27741 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=29201 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=29201 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=30661 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=32121 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=32121 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=33581 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=35041 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=35041 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=36501 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=37961 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=37961 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=39421 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=40881 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=40881 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=42341 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=43801 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=43801 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=45261 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=46721 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=46721 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=48181 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=49641 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=49641 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=51101 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=52561 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=52561 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=54021 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=55481 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=55481 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=56941 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=58401 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=58401 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=59861 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=61321 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=61321 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=62781 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=64241 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=64241 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=65701 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=67161 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=67161 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=68621 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=70081 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=70081 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=71541 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=73001 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=73001 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=74461 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=75921 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=75921 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=77381 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=78841 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=78841 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51265 [ACK] Seq=80301 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
51265  >  80 [ACK] Seq=913 Ack=81761 Win=64240 Len=0	1
80  >  51265 [ACK] Seq=81761 Ack=913 Win=16512 Len=1460 [TCP segment of a reassembled PDU]	1
HTTP/1.1 200 OK  (text/html)	1
51265  >  80 [ACK] Seq=913 Ack=83823 Win=64240 Len=0	1
"51265  >  80 [FIN, ACK] Seq=913 Ack=83823 Win=64240 Len=0"	1
80  >  51265 [ACK] Seq=83823 Ack=914 Win=16512 Len=0	1
51375  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
"80  >  51375 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=16"	1
51375  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
GET /temp/support/61erw6dfdsf/?cmpid=983299 HTTP/1.1 	1
80  >  51375 [ACK] Seq=1 Ack=555 Win=15712 Len=0	1
80  >  51375 [ACK] Seq=1 Ack=555 Win=15712 Len=1460 [TCP segment of a reassembled PDU]	1
HTTP/1.1 200 OK  (text/html)	1
51375  >  80 [ACK] Seq=555 Ack=1614 Win=64240 Len=0	1
GET /temp/support/dj.js HTTP/1.1 	1
51388  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
51389  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
"80  >  51388 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=16"	1
51388  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
GET /2/red00.php HTTP/1.1 	1
"80  >  51389 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=128"	1
51389  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
GET /index.php?ref=mediaclickinc HTTP/1.1 	1
80  >  51375 [ACK] Seq=1614 Ack=977 Win=16816 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51375 [ACK] Seq=3074 Ack=977 Win=16816 Len=1460 [TCP segment of a reassembled PDU]	1
51375  >  80 [ACK] Seq=977 Ack=4534 Win=64240 Len=0	1
"80  >  51375 [PSH, ACK] Seq=4534 Ack=977 Win=16816 Len=1170 [TCP segment of a reassembled PDU]"	1
HTTP/1.1 200 OK  (application/javascript)	1
51375  >  80 [ACK] Seq=977 Ack=6334 Win=64240 Len=0	1
GET /2/red01.php HTTP/1.1 	1
80  >  51389 [ACK] Seq=1 Ack=382 Win=6912 Len=0	1
80  >  51389 [ACK] Seq=1 Ack=382 Win=6912 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51389 [ACK] Seq=1461 Ack=382 Win=6912 Len=1460 [TCP segment of a reassembled PDU]	1
51389  >  80 [ACK] Seq=382 Ack=2921 Win=64240 Len=0	1
HTTP/1.1 200 OK  (text/html)	1
51389  >  80 [ACK] Seq=382 Ack=3313 Win=63849 Len=0	1
"51389  >  80 [FIN, ACK] Seq=382 Ack=3313 Win=63849 Len=0"	1
51390  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
80  >  51388 [ACK] Seq=1 Ack=604 Win=15808 Len=0	1
80  >  51389 [ACK] Seq=3313 Ack=383 Win=6912 Len=0	1
HTTP/1.1 302 Found 	1
GET /2/ex1.php?cmpid=983299 HTTP/1.1 	1
HTTP/1.1 302 Found 	1
"80  >  51390 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=16"	1
51390  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
GET /temp/support/864d5/?java=983299 HTTP/1.1 	1
51391  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
HTTP/1.1 302 Found 	1
GET /2/ HTTP/1.1 	1
51392  >  8000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
80  >  51390 [ACK] Seq=1 Ack=624 Win=15856 Len=0	1
"8000  >  51392 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=512"	1
51392  >  8000 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
GET /zrmhjutbxjxck?ylmrxm=9682904 HTTP/1.1 	1
"80  >  51391 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=16"	1
51391  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
8000  >  51392 [ACK] Seq=1 Ack=582 Win=15872 Len=0	1
GET /temp/support/9f44fd9/?cmpid=100 HTTP/1.1 	1
HTTP/1.1 200 OK 	1
HTTP/1.1 302 Found 	1
51388  >  80 [ACK] Seq=1218 Ack=629 Win=63612 Len=0	1
80  >  51391 [ACK] Seq=1 Ack=590 Win=15792 Len=0	1
80  >  51391 [ACK] Seq=1 Ack=590 Win=15792 Len=1460 [TCP segment of a reassembled PDU]	1
HTTP/1.1 200 OK  (text/html)	1
51391  >  80 [ACK] Seq=590 Ack=1647 Win=64240 Len=0	1
51390  >  80 [ACK] Seq=624 Ack=388 Win=63853 Len=0	1
51375  >  80 [ACK] Seq=2174 Ack=7114 Win=63460 Len=0	1
51393  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
8000  >  51392 [ACK] Seq=1 Ack=582 Win=15872 Len=1460 [TCP segment of a reassembled PDU]	1
"8000  >  51392 [PSH, ACK] Seq=1461 Ack=582 Win=15872 Len=43 [TCP segment of a reassembled PDU]"	1
51392  >  8000 [ACK] Seq=582 Ack=1504 Win=64240 Len=0	1
HTTP/1.1 200 OK  (text/html)	1
"80  >  51393 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=128"	1
51393  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
GET / HTTP/1.1 	1
80  >  51393 [ACK] Seq=1 Ack=546 Win=15744 Len=0	1
HTTP/1.1 302 Found  (text/html)	1
"80  >  51393 [FIN, ACK] Seq=411 Ack=546 Win=15744 Len=0"	1
51393  >  80 [ACK] Seq=546 Ack=412 Win=63830 Len=0	1
"51393  >  80 [FIN, ACK] Seq=546 Ack=412 Win=63830 Len=0"	1
80  >  51393 [ACK] Seq=412 Ack=547 Win=15744 Len=0	1
51392  >  8000 [ACK] Seq=582 Ack=1509 Win=64235 Len=0	1
GET /temp/support/dj.js HTTP/1.1 	1
51396  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
51397  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
51398  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
"80  >  51396 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 WS=128"	1
51396  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
GET /index.php?ref=mediaclickinc HTTP/1.1 	1
"80  >  51398 [SYN, ACK] Seq=0 Ack=1 Win=62920 Len=0 MSS=1430 SACK_PERM WS=64"	1
51398  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
GET /ajax/libs/jquery/1.9.1/jquery.min.js HTTP/1.1 	1
80  >  51398 [ACK] Seq=1 Ack=392 Win=64000 Len=0	1
80  >  51398 [ACK] Seq=1 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=1431 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=2861 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=2861 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=4291 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=5721 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=5721 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=7151 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=8581 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=8581 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=10011 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=11441 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=11441 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=12871 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=14301 Win=64240 Len=0	1
"80  >  51397 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=16"	1
51397  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0	1
80  >  51396 [ACK] Seq=1 Ack=387 Win=6912 Len=0	1
80  >  51396 [ACK] Seq=1 Ack=387 Win=6912 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51396 [ACK] Seq=1461 Ack=387 Win=6912 Len=1460 [TCP segment of a reassembled PDU]	1
51396  >  80 [ACK] Seq=387 Ack=2921 Win=64240 Len=0	1
HTTP/1.1 200 OK  (text/html)	1
51396  >  80 [ACK] Seq=387 Ack=3323 Win=63839 Len=0	1
80  >  51391 [ACK] Seq=1647 Ack=1029 Win=16960 Len=1460 [TCP segment of a reassembled PDU]	1
80  >  51391 [ACK] Seq=3107 Ack=1029 Win=16960 Len=1460 [TCP segment of a reassembled PDU]	1
51391  >  80 [ACK] Seq=1029 Ack=4567 Win=64240 Len=0	1
"80  >  51391 [PSH, ACK] Seq=4567 Ack=1029 Win=16960 Len=1170 [TCP segment of a reassembled PDU]"	1
HTTP/1.1 200 OK  (application/javascript)	1
51391  >  80 [ACK] Seq=1029 Ack=6367 Win=64240 Len=0	1
GET /2/red00.php HTTP/1.1 	1
GET /2/red01.php HTTP/1.1 	1
80  >  51398 [ACK] Seq=14301 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=15731 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=17161 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=17161 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=18591 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=20021 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=20021 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=21451 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=22881 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=22881 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=24311 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=25741 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=25741 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=27171 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=28601 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=28601 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
80  >  51398 [ACK] Seq=30031 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
51398  >  80 [ACK] Seq=392 Ack=31461 Win=64240 Len=0	1
80  >  51398 [ACK] Seq=31461 Ack=392 Win=64000 Len=1430 [TCP segment of a reassembled PDU]	1
HTTP/1.1 200 OK  (text/javascript)	1
51398  >  80 [ACK] Seq=392 Ack=33297 Win=64240 Len=0	1
80  >  51397 [ACK] Seq=1 Ack=621 Win=15840 Len=0	1
HTTP/1.1 302 Found 	1
GET /zrmhjutbxjxck?ylmrxm=9682904 HTTP/1.1 	1
HTTP/1.1 302 Found 	1
GET /temp/support/b1820ee/?cmpid=100 HTTP/1.1 	1
8000  >  51392 [ACK] Seq=1509 Ack=1168 Win=17408 Len=0	1
GET /temp/support/175d6/?java=100 HTTP/1.1 	1
51399  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
51404  >  8000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=1 SACK_PERM	1
